danceability,key,mode,time_signature,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,popularity,genre
0.396,0,1,4,0.554,-5.048,0.0488,0.222,0,0.612,0.17,117.384,272500,0.08620689655172414,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.017241379310344827,0.06896551724137931,0.2413793103448276,0.13793103448275862,68,Rap
0.688,1,1,4,0.658,-4.155,0.0695,0.105,1.89e-6,0.335,0.28,75.615,226397,0.14705882352941177,0.058823529411764705,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.35294117647058826,0.029411764705882353,65,Rap
0.744,5,0,4,0.589,-1.218,0.0359,0.36,0,0.119,0.242,127.051,286235,0.10714285714285714,0.08928571428571429,0.03571428571428571,0.125,0.08928571428571429,0.08928571428571429,0.017857142857142856,0.07142857142857142,0.19642857142857142,0.17857142857142858,71,Rap
0.743,7,0,4,0.629,-5.994,0.197,0.261,0,0.277,0.457,119.059,213863,0.14545454545454545,0.05454545454545454,0.09090909090909091,0.14545454545454545,0.03636363636363636,0.10909090909090909,0.01818181818181818,0.07272727272727272,0.23636363636363636,0.09090909090909091,47,Rap
0.733,0,0,4,0.578,-5.245,0.0417,0.0859,1.19e-6,0.403,0.447,142.028,222317,0.17391304347826086,0.08695652173913043,0.10869565217391304,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.1956521739130435,0.10869565217391304,64,Rap
0.758,2,1,4,0.616,-3.471,0.311,0.503,0,0.103,0.494,165.906,176488,0.1375,0.0625,0.0625,0.125,0.075,0.075,0.0625,0.0875,0.175,0.1375,63,Rap
0.841,7,1,4,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,243836,0.05454545454545454,0.09090909090909091,0.01818181818181818,0.10909090909090909,0.07272727272727272,0.09090909090909091,0.01818181818181818,0.09090909090909091,0.21818181818181817,0.23636363636363636,89,Rap
0.423,7,1,5,0.536,-3.8,0.16,0.015,0,0.095,0.0895,71.313,313909,0.0641025641025641,0.10256410256410256,0.0641025641025641,0.038461538461538464,0.14102564102564102,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.1282051282051282,0.23076923076923078,61,Rap
0.711,7,0,4,0.739,-3.804,0.129,0.114,0,0.226,0.43,136.919,252256,0.10526315789473684,0.08421052631578947,0.07368421052631578,0.08421052631578947,0.11578947368421053,0.05263157894736842,0.042105263157894736,0.10526315789473684,0.1368421052631579,0.2,73,Rap
0.832,7,0,4,0.557,-3.947,0.053,0.307,0,0.176,0.279,125.999,200452,0.06976744186046512,0.11627906976744186,0.09302325581395349,0.11627906976744186,0.046511627906976744,0.09302325581395349,0.13953488372093023,0.046511627906976744,0.20930232558139536,0.06976744186046512,62,Rap
0.702,11,1,4,0.753,-2.943,0.24,0.0609,1.38e-6,0.41,0.453,139.98,207107,0.027777777777777776,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.1388888888888889,0.2222222222222222,60,Rap
0.769,1,0,4,0.569,-5.591,0.0786,0.0737,0,0.0571,0.612,146.062,216945,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.17142857142857143,0.17142857142857143,69,Rap
0.495,0,0,4,0.585,-8.142,0.0572,0.604,0.0611,0.118,0.609,108.163,191622,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,31,Rap
0.362,2,1,4,0.755,-7.187,0.311,0.162,0,0.342,0.236,173.719,234418,0.017857142857142856,0.10714285714285714,0.08928571428571429,0.08928571428571429,0.125,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.14285714285714285,0.14285714285714285,43,Rap
0.779,9,1,4,0.547,-7.869,0.51,0.0179,0,0.101,0.0993,156.131,246360,0.11392405063291139,0.11392405063291139,0.0759493670886076,0.08860759493670886,0.06329113924050633,0.06329113924050633,0.0379746835443038,0.11392405063291139,0.1518987341772152,0.17721518987341772,62,Rap
0.564,0,1,4,0.594,-9.068,0.125,0.0813,0,0.131,0.576,129.513,171024,0.13333333333333333,0.1111111111111111,0.08888888888888889,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.044444444444444446,0.17777777777777778,0.15555555555555556,7,Rap
0.6,0,1,4,0.624,-4.28,0.266,0.472,0,0.182,0.325,136.982,194640,0.1,0.07,0.05,0.1,0.13,0.11,0.05,0.07,0.17,0.15,40,Rap
0.896,1,1,4,0.575,-5.233,0.388,0.35,0,0.138,0.171,125.555,139600,0.09375,0.08333333333333333,0.052083333333333336,0.08333333333333333,0.07291666666666667,0.11458333333333333,0.0625,0.07291666666666667,0.21875,0.14583333333333334,40,Rap
0.682,1,1,4,0.723,-4.628,0.211,0.0109,0,0.406,0.364,80.634,263546,0.06666666666666667,0.12,0.013333333333333334,0.08,0.10666666666666667,0.05333333333333334,0.10666666666666667,0.16,0.14666666666666667,0.14666666666666667,40,Rap
0.364,2,1,4,0.752,-5.429,0.304,7e-4,0,0.318,0.606,79.119,248586,0.10227272727272728,0.09659090909090909,0.056818181818181816,0.08522727272727272,0.08522727272727272,0.08522727272727272,0.07386363636363637,0.09090909090909091,0.1534090909090909,0.17045454545454544,42,Rap
0.681,0,0,4,0.689,-8.09,0.226,0.022,0,0.501,0.694,156.127,310733,0.13548387096774195,0.04516129032258064,0.1032258064516129,0.12258064516129032,0.04516129032258064,0.09032258064516129,0.06451612903225806,0.05806451612903226,0.2129032258064516,0.12258064516129032,41,Rap
0.635,11,0,4,0.685,-5.253,0.304,0.00354,0,0.141,0.428,154.949,253518,0.10714285714285714,0.09821428571428571,0.05357142857142857,0.07142857142857142,0.08035714285714286,0.044642857142857144,0.08035714285714286,0.11607142857142858,0.1875,0.16071428571428573,53,Rap
0.789,1,1,4,0.584,-8.583,0.292,0.00595,0,0.332,0.485,83.014,279092,0.1095890410958904,0.06164383561643835,0.08904109589041095,0.10273972602739725,0.0821917808219178,0.0821917808219178,0.03424657534246575,0.10273972602739725,0.1643835616438356,0.17123287671232876,56,Rap
0.799,5,1,4,0.476,-10.119,0.503,0.0937,1.76e-5,0.16,0.583,146.348,228414,0.10256410256410256,0.06837606837606838,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.08547008547008547,0.05128205128205128,0.10256410256410256,0.1623931623931624,0.17094017094017094,50,Rap
0.557,1,1,4,0.949,-4.406,0.421,0.0159,0,0.535,0.692,92.321,174942,0.12751677852348994,0.08053691275167785,0.06040268456375839,0.10738255033557047,0.04697986577181208,0.09395973154362416,0.04697986577181208,0.053691275167785234,0.18791946308724833,0.19463087248322147,49,Rap
0.717,1,0,5,0.855,-5.681,0.328,0.154,0,0.113,0.796,117.343,175124,0.09195402298850575,0.10344827586206896,0.06896551724137931,0.08045977011494253,0.10344827586206896,0.05747126436781609,0.04597701149425287,0.09195402298850575,0.1724137931034483,0.1839080459770115,50,Rap
0.582,2,1,5,0.378,-9.293,0.59,0.00108,0,0.698,0.0884,88.118,235572,0.1111111111111111,0.09523809523809523,0.06349206349206349,0.1111111111111111,0.05555555555555555,0.09523809523809523,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.15873015873015872,47,Rap
0.778,7,1,4,0.547,-11.005,0.102,0.136,0,0.389,0.77,119.973,255582,0.05357142857142857,0.16071428571428573,0.05357142857142857,0.07142857142857142,0.125,0.05357142857142857,0.03571428571428571,0.08928571428571429,0.16071428571428573,0.19642857142857142,47,Rap
0.429,2,1,4,0.665,-8.161,0.114,0.0417,0,0.17,0.349,146.452,146625,0.09090909090909091,0.10606060606060606,0.030303030303030304,0.12121212121212122,0.09090909090909091,0.09090909090909091,0.07575757575757576,0.09090909090909091,0.15151515151515152,0.15151515151515152,48,Rap
0.574,5,0,5,0.309,-6.508,0.439,0.0485,0,0.0948,0.654,83.929,333479,0.2,0.013333333333333334,0.10666666666666667,0.12,0.02666666666666667,0.12,0,0.05333333333333334,0.25333333333333335,0.10666666666666667,50,Rap
0.612,11,1,5,0.87,-3.595,0.365,0.0172,0,0.389,0.26,106.984,143181,0.1111111111111111,0.10457516339869281,0.026143790849673203,0.13071895424836602,0.06535947712418301,0.0784313725490196,0.0392156862745098,0.09803921568627451,0.16993464052287582,0.17647058823529413,58,Rap
0.466,1,0,4,0.608,-4.8,0.45,0.0737,0,0.406,0.41,79.48,177866,0.10743801652892562,0.10743801652892562,0.09090909090909091,0.11570247933884298,0.0743801652892562,0.06611570247933884,0.0743801652892562,0.08264462809917356,0.1487603305785124,0.1322314049586777,58,Rap
0.711,5,0,4,0.639,-5.338,0.431,0.335,0,0.144,0.961,139.945,225440,0.07801418439716312,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.07801418439716312,0.06382978723404255,0.09219858156028368,0.22695035460992907,0.14184397163120568,53,Rap
0.804,1,1,4,0.528,-3.231,0.378,0.125,0,0.41,0.321,138.005,184440,0.11320754716981132,0.08490566037735849,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.08490566037735849,0.04716981132075472,0.11320754716981132,0.20754716981132076,0.14150943396226415,66,Rap
0.604,7,0,4,0.57,-4.093,0.0331,0.104,0,0.178,0.618,140.06,227680,0.09259259259259259,0.09259259259259259,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.018518518518518517,0.09259259259259259,0.2037037037037037,0.12962962962962962,49,Rap
0.623,7,1,4,0.783,-7.141,0.423,0.718,0,0.565,0.783,88.562,187373,0.078125,0.09375,0.125,0.109375,0.078125,0.046875,0.015625,0.0625,0.1875,0.203125,45,Rap
0.567,11,1,4,0.803,-5.656,0.222,0.0186,0,0.361,0.568,97.547,150826,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02857142857142857,0.08571428571428572,0.07142857142857142,0.07142857142857142,0.1,0.21428571428571427,0.21428571428571427,49,Rap
0.749,9,0,4,0.657,-5.186,0.339,0.197,0,0.0713,0.69,169.936,203680,0.08823529411764706,0.08823529411764706,0.058823529411764705,0.11764705882352941,0.10294117647058823,0.029411764705882353,0.07352941176470588,0.16176470588235295,0.11764705882352941,0.16176470588235295,48,Rap
0.897,1,1,4,0.616,-5.4,0.325,0.401,0,0.15,0.585,94.014,199026,0.12727272727272726,0.07272727272727272,0.12727272727272726,0.12727272727272726,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.05454545454545454,0.2545454545454545,0.12727272727272726,48,Rap
0.776,2,0,4,0.566,-5.301,0.0617,0.18,0,0.115,0.389,84.988,168333,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.07317073170731707,0.12195121951219512,0.0975609756097561,0.024390243902439025,0.17073170731707318,0.17073170731707318,0.1951219512195122,50,Rap
0.807,2,1,4,0.519,-6.489,0.337,0.0403,0,0.152,0.283,134.867,216893,0.14018691588785046,0.07476635514018691,0.09345794392523364,0.11214953271028037,0.056074766355140186,0.07476635514018691,0.07476635514018691,0.056074766355140186,0.205607476635514,0.11214953271028037,44,Rap
0.646,4,0,4,0.79,-4.776,0.219,0.35,0,0.322,0.648,144.148,182240,0.12149532710280374,0.07476635514018691,0.102803738317757,0.08411214953271028,0.07476635514018691,0.09345794392523364,0.04672897196261682,0.07476635514018691,0.22429906542056074,0.102803738317757,48,Rap
0.587,8,1,4,0.635,-6.369,0.422,0.0785,0,0.175,0.758,82.517,200733,0.11666666666666667,0.06666666666666667,0.05,0.15,0.06666666666666667,0.1,0,0.06666666666666667,0.23333333333333334,0.15,58,Rap
0.766,6,1,4,0.398,-8.189,0.0303,0.493,0.00118,0.119,0.092,125.051,202920,0.03571428571428571,0.10714285714285714,0,0.10714285714285714,0.21428571428571427,0,0.07142857142857142,0.10714285714285714,0.07142857142857142,0.2857142857142857,44,Rap
0.572,1,1,4,0.807,-2.135,0.271,0.0646,0,0.116,0.562,140.032,194773,0.14150943396226415,0.04716981132075472,0.08490566037735849,0.1509433962264151,0.04716981132075472,0.10377358490566038,0.03773584905660377,0.07547169811320754,0.2169811320754717,0.09433962264150944,50,Rap
0.691,2,1,4,0.667,-4.211,0.0895,0.0308,0,0.317,0.441,84.952,179200,0.06944444444444445,0.09722222222222222,0.1111111111111111,0.041666666666666664,0.05555555555555555,0.08333333333333333,0.06944444444444445,0.1111111111111111,0.2361111111111111,0.125,44,Rap
0.678,9,1,4,0.502,-5.72,0.076,0.338,0,0.341,0.171,160.041,213733,0.08196721311475409,0.13114754098360656,0.09836065573770492,0.06557377049180328,0.08196721311475409,0.06557377049180328,0.09836065573770492,0.04918032786885246,0.18032786885245902,0.14754098360655737,43,Rap
0.863,4,0,4,0.601,-4.135,0.338,0.131,0,0.68,0.377,119.968,188866,0.1038961038961039,0.06493506493506493,0.09090909090909091,0.1038961038961039,0.012987012987012988,0.11688311688311688,0.03896103896103896,0.07792207792207792,0.2987012987012987,0.09090909090909091,43,Rap
0.803,7,1,4,0.677,-4.513,0.266,0.0662,0,0.358,0.57,134.037,225945,0.1,0.12857142857142856,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.05714285714285714,0.04285714285714286,0.08571428571428572,0.15714285714285714,0.17142857142857143,42,Rap
0.826,0,0,4,0.551,-5.662,0.361,0.398,0,0.122,0.539,140.025,164773,0.13157894736842105,0.07894736842105263,0.09210526315789473,0.10526315789473684,0.07894736842105263,0.11842105263157894,0.039473684210526314,0.07894736842105263,0.17105263157894737,0.10526315789473684,12,Rap
0.687,5,1,4,0.533,-7.997,0.445,0.195,0,0.129,0.45,127.946,178480,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.1320754716981132,0.03773584905660377,0.1320754716981132,0.05660377358490566,0.07547169811320754,0.2641509433962264,0.09433962264150944,22,Rap
0.714,1,1,5,0.0856,-14.804,0.924,0.951,0,0.096,0.835,132.613,40843,0.14634146341463414,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.0975609756097561,0.1951219512195122,0,Rap
0.637,5,0,4,0.555,-7.576,0.378,0.227,0,0.119,0.775,156.167,200000,0.11965811965811966,0.09401709401709402,0.08547008547008547,0.07692307692307693,0.09401709401709402,0.05982905982905983,0.05982905982905983,0.10256410256410256,0.15384615384615385,0.15384615384615385,1,Rap
0.86,7,1,4,0.508,-9.26,0.372,0.00988,0,0.12,0.773,83.015,138106,0.13580246913580246,0.08641975308641975,0.08641975308641975,0.12345679012345678,0.06172839506172839,0.08641975308641975,0.06172839506172839,0.07407407407407407,0.18518518518518517,0.09876543209876543,1,Rap
0.3,11,0,3,0.937,-4.945,0.449,0.24,0,0.219,0.665,70.795,351706,0.1111111111111111,0.0641025641025641,0.06837606837606838,0.09401709401709402,0.05982905982905983,0.08974358974358974,0.05982905982905983,0.10256410256410256,0.2094017094017094,0.14102564102564102,1,Rap
0.622,2,1,4,0.702,-7.289,0.302,0.154,1.77e-4,0.177,0.626,183.7,191840,0.09803921568627451,0.09803921568627451,0.058823529411764705,0.09803921568627451,0.0784313725490196,0.058823529411764705,0,0.1568627450980392,0.13725490196078433,0.21568627450980393,0,Rap
0.561,5,0,4,0.73,-6.805,0.39,0.556,0,0.347,0.862,84.224,148986,0.1,0.12222222222222222,0.07777777777777778,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.15555555555555556,0.16666666666666666,0,Rap
0.574,1,1,4,0.736,-4.42,0.31,0.104,0,0.4,0.564,160.675,195240,0.15476190476190477,0.08333333333333333,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.09523809523809523,0.20238095238095238,0.11904761904761904,0,Rap
0.611,1,1,4,0.762,-7.147,0.407,0.155,0,0.519,0.595,92.183,206813,0.1111111111111111,0.0873015873015873,0.07936507936507936,0.0873015873015873,0.07936507936507936,0.07936507936507936,0.031746031746031744,0.09523809523809523,0.18253968253968253,0.16666666666666666,0,Rap
0.446,9,0,4,0.947,-4.965,0.697,0.416,0,0.578,0.548,87.062,163946,0.10416666666666667,0.07291666666666667,0.0625,0.0625,0.11458333333333333,0.09375,0.07291666666666667,0.08333333333333333,0.15625,0.17708333333333334,0,Rap
0.489,1,0,4,0.805,-6.362,0.465,0.066,0,0.23,0.443,79.41,163266,0.10576923076923077,0.08653846153846154,0.0673076923076923,0.14423076923076922,0.0673076923076923,0.10576923076923077,0.0673076923076923,0.057692307692307696,0.20192307692307693,0.09615384615384616,0,Rap
0.778,1,0,5,0.218,-16.77,0.901,0.948,0,0.125,0.916,112.635,42186,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.18181818181818182,0,0.09090909090909091,0.13636363636363635,0.13636363636363635,10,Rap
0.736,11,1,4,0.697,-8.218,0.178,0.336,0,0.822,0.812,145.147,231293,0.08333333333333333,0.1388888888888889,0.013888888888888888,0.027777777777777776,0.1527777777777778,0.013888888888888888,0.1111111111111111,0.1527777777777778,0.125,0.18055555555555555,14,Rap
0.847,2,1,4,0.62,-4.323,0.101,0.0441,0,0.0636,0.459,86.995,329933,0.09278350515463918,0.09278350515463918,0.05154639175257732,0.061855670103092786,0.09278350515463918,0.07216494845360824,0.08247422680412371,0.12371134020618557,0.16494845360824742,0.16494845360824742,14,Rap
0.642,1,0,4,0.815,-7.859,0.354,0.31,0,0.186,0.807,135.988,240146,0.13559322033898305,0.07627118644067797,0.05084745762711865,0.11016949152542373,0.05084745762711865,0.0847457627118644,0.07627118644067797,0.06779661016949153,0.2033898305084746,0.1440677966101695,16,Rap
0.797,7,1,4,0.5,-11.207,0.53,0.139,0,0.132,0.605,78.13,226533,0.12631578947368421,0.042105263157894736,0.08421052631578947,0.09473684210526316,0.06315789473684211,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.18947368421052632,0.17894736842105263,2,Rap
0.678,6,0,4,0.704,-8.119,0.246,0.0991,0,0.0508,0.616,150.173,327213,0.11971830985915492,0.09154929577464789,0.06338028169014084,0.1267605633802817,0.08450704225352113,0.07042253521126761,0.035211267605633804,0.07746478873239436,0.18309859154929578,0.14788732394366197,0,Rap
0.752,6,1,4,0.149,-18.61,0.913,0.889,0,0.319,0.809,129.222,53066,0.1095890410958904,0.0958904109589041,0.0410958904109589,0.0821917808219178,0.1232876712328767,0.0410958904109589,0.0684931506849315,0.1095890410958904,0.0958904109589041,0.2328767123287671,0,Rap
0.647,11,0,3,0.814,-16.493,0.941,0.81,0,0.445,0.0787,140.685,120302,0,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.16129032258064516,0,0.06451612903225806,0.1935483870967742,0.06451612903225806,0.2903225806451613,49,Rap
0.618,8,1,4,0.71,-6.066,0.331,0.407,0,0.183,0.233,112.014,249450,0.07874015748031496,0.08661417322834646,0.05511811023622047,0.05511811023622047,0.11811023622047244,0.11023622047244094,0.07874015748031496,0.08661417322834646,0.13385826771653545,0.1968503937007874,64,Rap
0.879,2,1,4,0.662,-6.162,0.309,0.033,0,0.716,0.724,117.975,189908,0.0975609756097561,0.11382113821138211,0.04065040650406504,0.07317073170731707,0.10569105691056911,0.056910569105691054,0.07317073170731707,0.08943089430894309,0.14634146341463414,0.2032520325203252,61,Rap
0.902,1,1,4,0.819,-3.321,0.316,0.041,0,0.106,0.745,89,186872,0.1111111111111111,0.08333333333333333,0.06944444444444445,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.1111111111111111,0.19444444444444445,0.16666666666666666,61,Rap
0.58,2,0,5,0.577,-5.997,0.2,0.125,0,0.086,0.153,99.283,193243,0.08536585365853659,0.06097560975609756,0.04878048780487805,0.08536585365853659,0.10975609756097561,0.07317073170731707,0.036585365853658534,0.10975609756097561,0.15853658536585366,0.23170731707317074,61,Rap
0.603,11,1,4,0.457,-5.384,0.297,0.526,0,0.0905,0.455,73.724,242972,0.037037037037037035,0.09259259259259259,0.05555555555555555,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.05555555555555555,0.09259259259259259,0.16666666666666666,0.24074074074074073,56,Rap
0.785,10,1,4,0.44,-6.566,0.0401,0.0263,2.03e-6,0.122,0.22,118.089,216961,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.11904761904761904,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.047619047619047616,0.23809523809523808,0.09523809523809523,58,Rap
0.765,9,0,4,0.55,-6.299,0.357,0.0283,0,0.139,0.361,97.004,269286,0.08187134502923976,0.0935672514619883,0.06432748538011696,0.08771929824561403,0.06432748538011696,0.08187134502923976,0.05847953216374269,0.1111111111111111,0.1695906432748538,0.1871345029239766,55,Rap
0.803,2,1,4,0.571,-6.937,0.296,0.0169,0,0.252,0.101,140.002,208504,0.07142857142857142,0.09183673469387756,0.061224489795918366,0.08163265306122448,0.09183673469387756,0.061224489795918366,0.07142857142857142,0.1326530612244898,0.14285714285714285,0.19387755102040816,53,Rap
0.789,2,1,4,0.765,-3.93,0.379,0.274,0,0.216,0.679,144.049,223617,0.08547008547008547,0.08547008547008547,0.03418803418803419,0.06837606837606838,0.10256410256410256,0.05982905982905983,0.07692307692307693,0.1282051282051282,0.1623931623931624,0.19658119658119658,53,Rap
0.753,5,0,4,0.703,-3.417,0.213,0.144,0,0.325,0.641,149.991,262399,0.09090909090909091,0.12121212121212122,0.0707070707070707,0.09090909090909091,0.10101010101010101,0.0707070707070707,0.04040404040404041,0.08080808080808081,0.15151515151515152,0.18181818181818182,54,Rap
0.929,1,1,4,0.598,-5.373,0.156,0.00705,0,0.0549,0.501,96.012,223938,0.112,0.08,0.072,0.088,0.08,0.088,0.056,0.08,0.232,0.112,54,Rap
0.865,0,1,4,0.568,-5.112,0.24,0.0206,0,0.186,0.882,90.986,280309,0.10204081632653061,0.10884353741496598,0.08163265306122448,0.08843537414965986,0.08163265306122448,0.09523809523809523,0.061224489795918366,0.10204081632653061,0.1564625850340136,0.12244897959183673,52,Rap
0.641,9,1,4,0.579,-8.276,0.0896,0.479,9.58e-5,0.214,0.421,145.995,212427,0.10526315789473684,0.07894736842105263,0.11842105263157894,0.11842105263157894,0.039473684210526314,0.09210526315789473,0.02631578947368421,0.05263157894736842,0.2236842105263158,0.14473684210526316,57,Rap
0.677,5,1,4,0.665,-6.949,0.487,0.337,0,0.115,0.522,87.637,240199,0.10101010101010101,0.0707070707070707,0.06060606060606061,0.1111111111111111,0.12121212121212122,0.050505050505050504,0.050505050505050504,0.10101010101010101,0.1919191919191919,0.1414141414141414,55,Rap
0.551,8,0,4,0.562,-6.862,0.163,0.0218,0,0.302,0.438,135.679,316192,0.08411214953271028,0.07476635514018691,0.056074766355140186,0.11214953271028037,0.08411214953271028,0.06542056074766354,0.04672897196261682,0.102803738317757,0.18691588785046728,0.18691588785046728,60,Rap
0.728,8,1,4,0.861,-2.208,0.259,0.0597,0,0.299,0.846,98.996,194184,0.0975609756097561,0.0975609756097561,0.04878048780487805,0.08536585365853659,0.0975609756097561,0.036585365853658534,0.06097560975609756,0.0975609756097561,0.1951219512195122,0.18292682926829268,45,Rap
0.835,2,1,4,0.66,-4.471,0.305,0.393,0,0.114,0.459,121.948,324189,0.08040201005025126,0.09547738693467336,0.07035175879396985,0.05025125628140704,0.11055276381909548,0.09045226130653267,0.07035175879396985,0.11557788944723618,0.15577889447236182,0.16080402010050251,35,Rap
0.642,9,1,4,0.721,-5.18,0.37,0.033,0,0.0515,0.63,170.021,205983,0.07608695652173914,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.05434782608695652,0.09782608695652174,0.06521739130434782,0.11956521739130435,0.18478260869565216,0.16304347826086957,21,Rap
0.749,6,0,4,0.615,-5.356,0.185,0.244,0,0.176,0.36,139.994,214313,0.09722222222222222,0.05555555555555555,0.06944444444444445,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.041666666666666664,0.09722222222222222,0.18055555555555555,0.18055555555555555,17,Rap
0.748,7,1,4,0.645,-2.732,0.225,0.452,0,0.0946,0.539,146.078,249751,0.08536585365853659,0.13414634146341464,0.04878048780487805,0.0975609756097561,0.08536585365853659,0.06097560975609756,0.07317073170731707,0.07317073170731707,0.1951219512195122,0.14634146341463414,18,Rap
0.468,6,0,4,0.876,-4.459,0.169,0.0172,0,0.274,0.41,78.542,307253,0.08536585365853659,0.08536585365853659,0.08536585365853659,0.07926829268292683,0.07926829268292683,0.08536585365853659,0.054878048780487805,0.07317073170731707,0.18902439024390244,0.18292682926829268,21,Rap
0.764,5,0,4,0.554,-5.636,0.196,0.0164,0,0.0616,0.34,81.98,229710,0.0990990990990991,0.11711711711711711,0.07207207207207207,0.0990990990990991,0.06306306306306306,0.07207207207207207,0.07207207207207207,0.09009009009009009,0.15315315315315314,0.16216216216216217,44,Rap
0.641,5,0,4,0.45,-8.443,0.369,0.0682,0,0.111,0.304,145.872,236558,0.08064516129032258,0.10483870967741936,0.08870967741935484,0.07258064516129033,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.13709677419354838,0.13709677419354838,0.18548387096774194,48,Rap
0.73,5,0,4,0.819,-5.884,0.11,0.00795,0,0.107,0.375,110.046,247623,0.10526315789473684,0.08771929824561403,0.05263157894736842,0.07017543859649122,0.10526315789473684,0.07017543859649122,0.03508771929824561,0.08771929824561403,0.17543859649122806,0.21052631578947367,42,Rap
0.528,1,1,4,0.687,-6.271,0.515,0.0583,0,0.213,0.418,75.445,230131,0.08955223880597014,0.1044776119402985,0.05970149253731343,0.12686567164179105,0.07462686567164178,0.09701492537313433,0.08955223880597014,0.05223880597014925,0.16417910447761194,0.1417910447761194,40,Rap
0.604,7,1,4,0.608,-5.602,0.389,0.107,0,0.194,0.229,106.092,241868,0.11607142857142858,0.11607142857142858,0.08035714285714286,0.10714285714285714,0.0625,0.08035714285714286,0.05357142857142857,0.08928571428571429,0.20535714285714285,0.08928571428571429,42,Rap
0.659,4,0,4,0.763,-5.589,0.343,0.247,0,0.123,0.5,105.694,369569,0.08088235294117647,0.09558823529411764,0.0661764705882353,0.08823529411764706,0.08823529411764706,0.09558823529411764,0.058823529411764705,0.08823529411764706,0.19852941176470587,0.13970588235294118,39,Rap
0.607,5,0,3,0.738,-2.89,0.435,0.0426,0,0.139,0.624,143.785,216338,0.08148148148148149,0.1037037037037037,0.05925925925925926,0.08888888888888889,0.08148148148148149,0.08148148148148149,0.05185185185185185,0.11851851851851852,0.16296296296296298,0.17037037037037037,43,Rap
0.767,7,0,4,0.572,-6.54,0.277,0.085,0,0.237,0.393,99.019,210078,0.0851063829787234,0.07092198581560284,0.11347517730496454,0.09219858156028368,0.06382978723404255,0.11347517730496454,0.05673758865248227,0.07801418439716312,0.19148936170212766,0.1347517730496454,44,Rap
0.667,5,0,4,0.89,-3.78,0.315,0.00173,0.00871,0.3,0.854,171.941,225298,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0761904761904762,0.10476190476190476,0.06666666666666667,0.05714285714285714,0.11428571428571428,0.19047619047619047,0.1523809523809524,7,Rap
0.587,9,1,5,0.822,-4.901,0.471,0.07,0,0.0628,0.322,102.59,257786,0.09859154929577464,0.07042253521126761,0.09154929577464789,0.09154929577464789,0.07042253521126761,0.09154929577464789,0.04929577464788732,0.09154929577464789,0.19014084507042253,0.15492957746478872,14,Rap
0.884,2,1,4,0.434,-8.385,0.415,0.259,0,0.194,0.256,96.062,304153,0.09574468085106383,0.10638297872340426,0.06382978723404255,0.09042553191489362,0.09574468085106383,0.05851063829787234,0.05319148936170213,0.11170212765957446,0.14893617021276595,0.17553191489361702,13,Rap
